n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
1,2,275,137.50,2.2,0,corps,199.90202449591717,0.3753
2,1,823,823.00,1.8,0,famine_truncated,199.8040979673415,0.0421
3,2,305,152.50,2.2,0,corps,199.70622038979133,0.3413
4,2,433,216.50,2.2,0,corps,199.60839173879728,0.2332
5,0,445,445.00,1.3,0,famine_truncated,199.51061198990217,0.0053
6,1,629,629.00,1.8,0,famine_truncated,199.41288111866112,0.0513
7,2,403,201.50,2.2,0,corps,199.3151991006413,0.2487
8,0,445,445.00,1.3,0,famine_truncated,199.21756591142233,0.0037
9,2,119,59.50,2.2,0,corps,199.11998152659584,0.8250
10,2,524,262.00,2.2,0,corps,199.02244592176575,0.1777
11,1,591,591.00,1.8,0,famine_truncated,198.92495907254815,0.0647
12,2,493,246.50,2.2,0,corps,198.82752095457133,0.1876
13,0,445,445.00,1.3,0,famine_truncated,198.73013154347575,0.0024
14,2,258,129.00,2.2,0,corps,198.63279081491407,0.3979
15,1,712,712.00,1.8,0,famine_truncated,198.53549874455112,0.0527
16,1,587,587.00,1.8,0,famine_truncated,198.4382553080639,0.0590
17,2,344,172.00,2.2,0,corps,198.34106048114148,0.2852
18,1,577,577.00,1.8,0,famine_truncated,198.2439142394852,0.0625
19,2,405,202.50,2.2,0,corps,198.14681655880847,0.2431
20,1,674,674.00,1.8,0,famine_truncated,198.04976741483696,0.0561
21,2,308,154.00,2.2,0,corps,197.95276678330828,0.3049
22,2,166,83.00,2.2,0,corps,197.85581463997227,0.5120
23,2,295,147.50,2.2,0,corps,197.75891096059095,0.2971
24,2,487,243.50,2.2,0,corps,197.66205572093838,0.2191
25,2,539,269.50,2.2,0,corps,197.56524889680077,0.1808
26,0,445,445.00,1.3,0,famine_truncated,197.46849046397637,0.0049
27,2,137,68.50,2.2,0,corps,197.3717803982756,0.6283
28,2,229,114.50,2.2,0,corps,197.27511867552093,0.4176
29,2,172,86.00,2.2,0,corps,197.17850527154695,0.5301
30,2,355,177.50,2.2,0,corps,197.08194016220028,0.2343
31,0,445,445.00,1.3,0,famine_truncated,196.98542332333966,0.0064
32,1,507,507.00,1.8,0,famine_truncated,196.8889547308359,0.0701
33,0,445,445.00,1.3,0,famine_truncated,196.79253436057178,0.0024
34,2,154,77.00,2.2,0,corps,196.6961621884423,0.5259
35,0,445,445.00,1.3,0,famine_truncated,196.59983819035435,0.0082
36,2,104,52.00,2.2,0,corps,196.50356234222696,0.7686
37,2,287,143.50,2.2,0,corps,196.4073346199911,0.2873
38,1,753,753.00,1.8,0,famine_truncated,196.31115499958997,0.0527
39,2,229,114.50,2.2,0,corps,196.21502345697857,0.3768
40,2,237,118.50,2.2,0,corps,196.11893996812404,0.3674
41,2,498,249.00,2.2,0,corps,196.0229045090055,0.1775
42,2,130,65.00,2.2,0,corps,195.92691705561407,0.6213
43,0,445,445.00,1.3,0,famine_truncated,195.83097758395294,0.0140
44,1,572,572.00,1.8,0,famine_truncated,195.73508607003717,0.0655
45,2,227,113.50,2.2,0,corps,195.63924248989392,0.3623
46,2,177,88.50,2.2,0,corps,195.5434468195623,0.3894
47,0,445,445.00,1.3,0,famine_truncated,195.4476990350934,0.0182
48,2,278,139.00,2.2,0,corps,195.3519991125502,0.2479
49,2,78,39.00,2.2,0,corps,195.25634702800784,0.7494
50,1,540,540.00,1.8,0,famine_truncated,195.1607427575532,0.0868
51,0,445,445.00,1.3,0,famine_truncated,195.06518627728525,0.0133
